Sanatçı Adı,Şarkı Id,Şarkı Adı,Şarkı Sözü,Satır No
Duman,24,Gönül,End Ezoic - 300x250 - mid_content,10
Duman,24,Gönül,Uslan artık deli divane gönül,11
Duman,24,Gönül,Dünya sana kalır sanma,12
Duman,24,Gönül,Geleceği dünden sorma,13
Duman,24,Gönül,Her gün gördüğün rüyayı,14
Duman,24,Gönül,Aldanıp ta hayra yorma gönül,15
Duman,24,Gönül,Hepimiz bir misafiriz,16
Duman,24,Gönül,Zaman gelince göçeriz,17
Duman,24,Gönül,Ecel acı can alırken,18
Duman,25,Gönül İster,Ayrı kalamam ayrılamam yolumdan,1
Duman,25,Gönül İster,Hayal mi bilemem vazgeçemem aşkımdan,2
Duman,25,Gönül İster,Gönül ister hissedelim derinden,3
Duman,25,Gönül İster,Hayal mi bilemem ben giderim peşinden,4
Duman,25,Gönül İster,İçimde bir ateş yanar alev alev beni yakar,5
Duman,25,Gönül İster,Başım döner kanım donar içim geçer sazım çalar,6
Duman,25,Gönül İster,Bir an için bir an için,7
Duman,25,Gönül İster,Ayrı kalamam ayrılamam yolumdan,8
Duman,25,Gönül İster,Hayal mi bilemem vazgeçemem aşkımdan,9
Duman,25,Gönül İster,Gönül ister hissedelim derinden,10
Duman,25,Gönül İster,Hayal mi bilemem ben giderim peşinden,11
Duman,25,Gönül İster,Önümde bir hayal uçup gider yavaş yavaş veda eder,12
Duman,25,Gönül İster,Sazım çalar dilim söyler adım kalır diye,13
Duman,27,Gözleri Kanlı,Masum bir can,1
Duman,27,Gözleri Kanlı,Özgür vicdan,2
Duman,27,Gözleri Kanlı,Hain diye destan yaratırlar inanırlar,3
Duman,27,Gözleri Kanlı,Olmaz durulmaz yakışmaz,4
Duman,27,Gözleri Kanlı,Gözyaşı dinmedi bitmedi,5
Duman,27,Gözleri Kanlı,Hâlin kalmadı beynin almadı,6
Duman,27,Gözleri Kanlı,Derdin zindana doldu sığmadı,7
Duman,27,Gözleri Kanlı,Aklın seni baştan yaratır bak hele bir bak,8
Duman,27,Gözleri Kanlı,Olmaz durulmaz yakışmaz,9
Duman,27,Gözleri Kanlı,Gözyaşı dinmedi bitmedi ya,10
Duman,27,Gözleri Kanlı,Yine de zor yolunu bulmak,11
Duman,27,Gözleri Kanlı,Kanadı yok yeniden uçmak,12
Duman,27,Gözleri Kanlı,Kalemi tut boşuna yat sebebi yok,13
Duman,27,Gözleri Kanlı,Her satır kafeste durmalı,14
Duman,27,Gözleri Kanlı,End Ezoic - 300x250 - mid_content,15
Duman,27,Gözleri Kanlı,Varsın her yere sarsın her yanı,16
Duman,27,Gözleri Kanlı,Feryat etmeli dünya duymalı,17
Duman,27,Gözleri Kanlı,Alsın seni baştan başa sarsın kuşatsın,18
Duman,27,Gözleri Kanlı,Olmaz durulmaz yakışmaz,19
Duman,27,Gözleri Kanlı,Gözyaşı dinmedi bitmedi ya,20
Duman,27,Gözleri Kanlı,Yine de zor sesini duymak,21
Duman,27,Gözleri Kanlı,Dermanı yok yüreği çıplak,22
Duman,27,Gözleri Kanlı,Kalemi tut boşuna yat sebebi yok,23
Duman,27,Gözleri Kanlı,Her satır kafeste durmalı,24
Duman,27,Gözleri Kanlı,Dört duvar içinde kalmalı,25
Duman,27,Gözleri Kanlı,Seyrediyor gözleri kanlı,26
Duman,27,Gözleri Kanlı,Çaresi yok zincire bağlı,27
Duman,27,Gözleri Kanlı,Haykırıyor gözleri kanlı,28
Duman,28,Gurbet,Kime desem derdimi ben bulutlar,1
Duman,28,Gurbet,Bizi dost bildiklerimiz vurdular,2
Duman,28,Gurbet,Bir de gurbet yarası var hepsinden derin,3
Duman,28,Gurbet,Söyleyin memleketten bir haber mi var,4
Duman,28,Gurbet,Yoksa yarin gözyaşlarımı bu yağmurlar,5
Duman,28,Gurbet,İçerim yanıyor yar yar yaram pek derin,6
Duman,28,Gurbet,Bana nazlı yardan aman bir haber verin,7
Duman,28,Gurbet,Bulutlar yarime selam söyleyin,8
Duman,28,Gurbet,Kavuşmak gününüz yakınmış deyin,9
Duman,28,Gurbet,Felek yardan ayrı koyduysa bizi,10
Duman,28,Gurbet,Gurbet elde bir başıma neyleyim,11
Duman,28,Gurbet,Yardan ırak yaşanırmı söyleyin,12
Duman,28,Gurbet,İçerim yanıyor yar yar yaram pek derin,13
Duman,29,Haberin Yok Ölüyorum,Bakma bana öyle derin,1
Duman,29,Haberin Yok Ölüyorum,Işim olmaz senle benim,2
Duman,29,Haberin Yok Ölüyorum,Hiç bu kadarsevilmedin,3
Duman,29,Haberin Yok Ölüyorum,Gözlerinden okuyorum,4
Duman,29,Haberin Yok Ölüyorum,Haberin yok ölüyorum,5
Duman,29,Haberin Yok Ölüyorum,Sorma bana nerelisin,6
Duman,29,Haberin Yok Ölüyorum,Ne içersin ne giyersin,7
Duman,29,Haberin Yok Ölüyorum,Derdim sana derman olsun,8
Duman,29,Haberin Yok Ölüyorum,Ben gönülden okuyorum,9
Duman,29,Haberin Yok Ölüyorum,End Ezoic - 300x250 - mid_content,10
Duman,29,Haberin Yok Ölüyorum,Azdı yine deli gönül,11
Duman,29,Haberin Yok Ölüyorum,Üzerine geliyorum,12
Duman,29,Haberin Yok Ölüyorum,Geçti yine boş bir ömür,13
Duman,29,Haberin Yok Ölüyorum,Gözlerinden öpüyorum,14
Duman,29,Haberin Yok Ölüyorum,Haberin yok ölüyorum,15
Duman,29,Haberin Yok Ölüyorum,Haberin yok ben ölüyorum,16
Duman,29,Haberin Yok Ölüyorum,Sen gelirken ben gidiyorum,17
Duman,29,Haberin Yok Ölüyorum,Dermanım yok ben ölüyorum,18
Duman,30,Halimiz Duman,"Giderek dağı,duvarı aştık,",1
Duman,30,Halimiz Duman,"Yardan uzak aleme daldık,",2
Duman,30,Halimiz Duman,"Aman aman çaresiz kaldık,",3
Duman,30,Halimiz Duman,Halimiz Duman amaaaan...,4
Duman,30,Halimiz Duman,"Giderek kanımız zehir dolmuş,",5
Duman,30,Halimiz Duman,"Yoldan çıkan kurda yem olmuş,",6
Duman,30,Halimiz Duman,"Dost dediğin kalbini soymuş,",7
Duman,30,Halimiz Duman,Halimiz duman amaaan,8
Duman,30,Halimiz Duman,Halimiz duman amaaan,9
Duman,30,Halimiz Duman,"Nerde yaşarsan yaşa babaam,",10
Duman,30,Halimiz Duman,End Ezoic - 300x250 - mid_content,11
Duman,30,Halimiz Duman,"Giderek dağı,duvarı aştık,",12
Duman,30,Halimiz Duman,"Yardan uzak aleme daldık,",13
Duman,30,Halimiz Duman,"Aman aman çaresiz kaldık,",14
Duman,30,Halimiz Duman,Halimiz Duman amaaaan...,15
Duman,30,Halimiz Duman,"Nerde yaşarsan yaşa babaam,",16
Duman,30,Halimiz Duman,"Sevgi,aşk heeepsi yalaaan",17
Duman,30,Halimiz Duman,"Giderek kanımız zehir dolmuş,",18
Duman,30,Halimiz Duman,"Yoldan çıkan kurda yem olmuş,",19
Duman,30,Halimiz Duman,"Dost dediğin kalbini soymuş,",20
Duman,30,Halimiz Duman,Halimiz duman amaaan,21
Duman,30,Halimiz Duman,Halimiz duman amaaan,22
Duman,31,Hatun,Güzeli gördümü kalbini çalmalı,1
Duman,31,Hatun,Sebebi yoktur anam,2
Duman,31,Hatun,Canını sıktımı hatunu salmalı,3
Duman,31,Hatun,Sebebi yoktur anam,4
Duman,31,Hatun,Hatunun canı çeker,5
Duman,31,Hatun,Şeytan aklını başından alır kaçar gider,6
Duman,31,Hatun,Satar seni o dilbere,7
Duman,31,Hatun,Yüzüne baktımı gönlünü yakmalı,8
Duman,31,Hatun,Sebebi yoktur anam,9
Duman,31,Hatun,Canını sıktımı hatunu salmalı,10
Duman,31,Hatun,Sebebi yoktur anam,11
Duman,31,Hatun,Hatunun canı çeker,12
Duman,31,Hatun,Şeytan aklını başından alır kaçar gider,13
Duman,31,Hatun,Satar seni o dilbere,14
Duman,32,Hayatı Yaşa,Bir adım attın karanlıktan dünyaya,1
Duman,32,Hayatı Yaşa,Düşünmeden sattın ruhunu bir yalana,2
Duman,32,Hayatı Yaşa,Bin çile çektin ömrünün her anında,3
Duman,32,Hayatı Yaşa,Uyan dostum uyan şu tatlı rüyadan,4
Duman,32,Hayatı Yaşa,Hadi keyfine bak inan bana,5
Duman,32,Hayatı Yaşa,Aldanma öbür dünyaya,6
Duman,32,Hayatı Yaşa,Hayatı yaşa korkma,7
Duman,32,Hayatı Yaşa,Öbür dünyayı sorma,8
Duman,32,Hayatı Yaşa,Hayatı yaşa,9
Duman,33,Hayvan,Uğraşır bir işle,1
Duman,33,Hayvan,Hep bir hal gidişle,2
Duman,33,Hayvan,Saldıran bakışlar tırnakla dişle,3
Duman,33,Hayvan,Hepimiz bir hayvanız,4
Duman,33,Hayvan,Kanlı dehşet,5
Duman,33,Hayvan,Hep aynı vahşet,6
Duman,33,Hayvan,Önüne gelene sevgini bahşet,7
Duman,33,Hayvan,Hepimiz bir hayvanız,8
Duman,33,Hayvan,İnsan olmak kavgamız,9
Duman,33,Hayvan,Fani dünyalıysan,10
Duman,33,Hayvan,Konumuz aynı hep sonumuz aynı,11
Duman,33,Hayvan,Çıktık ya insanlıktan,12
Duman,33,Hayvan,Yolumuz aynı hep yolumuz aynı yolumuz aynı,13
Duman,33,Hayvan,End Ezoic - 300x250 - mid_content,14
Duman,33,Hayvan,Kördüğümlü derdi,15
Duman,33,Hayvan,Çözdükçe erdi,16
Duman,33,Hayvan,Doymayan bakışlar birbirini yerdi,17
Duman,33,Hayvan,Hepimiz bir hayvanız,18
Duman,33,Hayvan,Söylediğim sözün,19
Duman,33,Hayvan,Ardında özün,20
Duman,33,Hayvan,Kendini bilirsen açılır gözün,21
Duman,33,Hayvan,Hepimiz bir hayvanız,22
Duman,33,Hayvan,İnsan olmak kavgamız,23
Duman,33,Hayvan,Fani dünyalıysan,24
Duman,33,Hayvan,Konumuz aynı hep sonumuz aynı,25
Duman,33,Hayvan,Çıktık ya insanlıktan,26
Duman,33,Hayvan,Yolumuz aynı hep yolumuz aynı yolumuz aynı,27
Duman,34,Helal Olsun,"Geceler zehir, geceler kara",1
Duman,34,Helal Olsun,"Uçasım gelir, kanadım yara",2
Duman,34,Helal Olsun,Yaralar derin seneler kadar,3
Duman,34,Helal Olsun,Açılın geri,4
Duman,34,Helal Olsun,Sabah olmuş gün doğmuş,5
Duman,34,Helal Olsun,Her yerimde karlar,6
Duman,34,Helal Olsun,"Doymadım, dönülmüş deliye",7
Duman,34,Helal Olsun,Helal olsun aşk olsun,8
Duman,34,Helal Olsun,Gözlerimde yaşlar,9
Duman,34,Helal Olsun,"Durmadım, dönülmez geriye",10
Duman,34,Helal Olsun,"Geceler benim, geceler bana",11
Duman,34,Helal Olsun,Unutun beni,12
Duman,34,Helal Olsun,Söz: Kaan Tangöze,13
Duman,35,Her Şeyi Yak,beni yak kendini yak her şeyi yak,1
Duman,35,Her Şeyi Yak,bir kıvılcım yeter ben hazırım bak,2
Duman,35,Her Şeyi Yak,ister öp okşa istersen öldür,3
Duman,35,Her Şeyi Yak,aşk için ölmeli aşk o zaman aşk,4
Duman,35,Her Şeyi Yak,aşk için ölmeli aşk o zaman aşk,5
Duman,35,Her Şeyi Yak,seni içime çektim bir nefeste,6
Duman,35,Her Şeyi Yak,yüreğim tutuklu göğsüm kafeste,7
Duman,35,Her Şeyi Yak,yanacağız ikimizde ateşte,8
Duman,35,Her Şeyi Yak,bir kıvılcım yeter hazırım bak,9
Duman,35,Her Şeyi Yak,aşk için ölmeli aşk o zaman aşk,10
Duman,35,Her Şeyi Yak,allahım allahım ateşlere yürüyorum,11
Duman,35,Her Şeyi Yak,allahım acı ile aşk ile büyüyorum,12
Duman,35,Her Şeyi Yak,beni yor hasretinle sevginle yor,13
Duman,35,Her Şeyi Yak,sevgisizlik ayrılıktan daha zor,14
Duman,35,Her Şeyi Yak,dilediğin kadar acıt canımı,15
Duman,35,Her Şeyi Yak,varlığında yokluğunda yetmiyor,16
Duman,36,Herşeyi Yak,"Beni yak kendini yak herşeyi yak,",1
Duman,36,Herşeyi Yak,"Bir kıvılcım yeter ben hazırım bak,",2
Duman,36,Herşeyi Yak,İster öp-okşa,3
Duman,36,Herşeyi Yak,İstersen öldür.,4
Duman,36,Herşeyi Yak,Aşk için ölmeli aşk o zaman aşk...,5
Duman,36,Herşeyi Yak,Aşk için ölmeli Aşk o zaman Aşk,6
Duman,36,Herşeyi Yak,"Seni içime çektim, bir nefeste.",7
Duman,36,Herşeyi Yak,"Yüreğim tutuklu, göğsüm kafeste.",8
Duman,36,Herşeyi Yak,"Yanacağız ikimizde ateşte,",9
Duman,36,Herşeyi Yak,"Bir kıvılcım yeter hazırım bak,",10
Duman,36,Herşeyi Yak,Aşk için ölmeli Aşk o zaman Aşk,11
Duman,36,Herşeyi Yak,"Allah'ım, Allah'ım, ateşlere yürüyorum..",12
Duman,36,Herşeyi Yak,"Allah'ım-acı ile, aşk ile büyüyorum...",13
Duman,36,Herşeyi Yak,"Beni yor hasretinle, sevginle yor,",14
Duman,36,Herşeyi Yak,Sevgisizlik ayrılıktan daha zor.,15
Duman,36,Herşeyi Yak,End Ezoic - 300x250 - mid_content,16
Duman,36,Herşeyi Yak,"Varlığında, yokluğunda yetmiyor...",17
Duman,36,Herşeyi Yak,"Varlığında, yokluğunda yetmiyor...",18
Duman,36,Herşeyi Yak,"Allah'ım, Allah'ım, ateşlere yürüyorum..",19
Duman,36,Herşeyi Yak,"Allah'ım-acı ile, aşk ile büyüyorum...",20
Duman,36,Herşeyi Yak,"Beni yak kendini yak herşeyi yak,",21
Duman,36,Herşeyi Yak,"Bir kıvılcım yeter ben hazırım bak,",22
Duman,36,Herşeyi Yak,İster öp-okşa,23
Duman,36,Herşeyi Yak,İstersen öldür.,24
Duman,36,Herşeyi Yak,Aşk için ölmeli Aşk o zaman Aşk..,25
Duman,36,Herşeyi Yak,Aşk için ölmeli Aşk o zaman Aşk,26
Duman,36,Herşeyi Yak,"Seni içime çektim, bir nefeste.",27
Duman,36,Herşeyi Yak,"Yüreğim tutuklu, göğsüm kafeste.",28
Duman,36,Herşeyi Yak,"Yanacağız ikimizde ateşte,",29
Duman,36,Herşeyi Yak,"Bir kıvılcım yeter hazırım bak,",30
Duman,37,İçerim Ben Bu Akşam,Kendime geldim geleli dostlar,1
Duman,37,İçerim Ben Bu Akşam,Olamam kimseye düşman,2
Duman,37,İçerim Ben Bu Akşam,Bi şüphem yok kefenim sağlam,3
Duman,37,İçerim Ben Bu Akşam,İçerim ben bu akşam,4
Duman,37,İçerim Ben Bu Akşam,Sesleri duydum duyalı dostlar,5
Duman,37,İçerim Ben Bu Akşam,Yola çıktım yeni baştan,6
Duman,37,İçerim Ben Bu Akşam,Acelem yok hedefim sağlam,7
Duman,37,İçerim Ben Bu Akşam,İçerim ben bu akşam,8
Duman,37,İçerim Ben Bu Akşam,İçerim ben bu akşam,9
Duman,37,İçerim Ben Bu Akşam,İçerim beeeeeeeeeeeeen,10
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,11
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,12
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,13
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşaaaaam,14
Duman,37,İçerim Ben Bu Akşam,End Ezoic - 300x250 - mid_content,15
Duman,37,İçerim Ben Bu Akşam,Sizleri gördüm göreli dostlar,16
Duman,37,İçerim Ben Bu Akşam,Hemen hergün bana bayram,17
Duman,37,İçerim Ben Bu Akşam,Yarınım yok sevenim sağlam,18
Duman,37,İçerim Ben Bu Akşam,İçerim ben bu akşam,19
Duman,37,İçerim Ben Bu Akşam,İçerim ben bu akşam,20
Duman,37,İçerim Ben Bu Akşam,İçerim beeeeeeeen ben burda bu akşam,21
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,22
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,23
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşaaaaaaaaam,24
Duman,37,İçerim Ben Bu Akşam,İçerim ben bu akşam,25
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,26
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşam,27
Duman,37,İçerim Ben Bu Akşam,Ben burda bu akşaaaaaaaaam,28
Duman,38,İstanbul,Bu şehir rakıyla yaşar,1
Duman,38,İstanbul,Bu şehir cigarayı çeker,2
Duman,38,İstanbul,Bu şehir gündüzü yaşar,3
Duman,38,İstanbul,Bu şehir her geceyi sever,4
Duman,38,İstanbul,Bu şehirin adamı söver,5
Duman,38,İstanbul,Bu şehir kadınını döver,6
Duman,38,İstanbul,Bu şehir kanımızı emer,7
Duman,38,İstanbul,Bu şehir için ölmeye değer,8
Duman,39,İyi De Bana Ne,Yepyeni bir insanımız var,1
Duman,39,İyi De Bana Ne,Akıl yolundan öylesine uzaklar,2
Duman,39,İyi De Bana Ne,Aralarında hoş bir uyum var,3
Duman,39,İyi De Bana Ne,"Ayıp değil mi, hiç mi umursamazlar",4
Duman,39,İyi De Bana Ne,Altınlarınızı çaldılar,5
Duman,39,İyi De Bana Ne,Topraklarınızı verdiler,6
Duman,39,İyi De Bana Ne,Tarihi baştan yazdılar,7
Duman,39,İyi De Bana Ne,İyi de bana ne,8
Duman,39,İyi De Bana Ne,İnsanlığımızı ezdiler,9
Duman,39,İyi De Bana Ne,Aydınlığımızı kestiler,10
Duman,39,İyi De Bana Ne,Ülkeyi çoktan sattılar,11
Duman,39,İyi De Bana Ne,İyi de sana ne,12
Duman,39,İyi De Bana Ne,End Ezoic - 300x250 - mid_content,13
Duman,39,İyi De Bana Ne,"Düşünmeden ah, kardeşini boğazlar",14
Duman,39,İyi De Bana Ne,"Laf aramızda, aslında tek bir sorun var",15
Duman,39,İyi De Bana Ne,Günah değilmiş memlekete olanlar,16
Duman,39,İyi De Bana Ne,Altınlarınızı çaldılar,17
Duman,39,İyi De Bana Ne,Topraklarınızı verdiler,18
Duman,39,İyi De Bana Ne,Tarihi baştan yazdılar,19
Duman,39,İyi De Bana Ne,İyi de banane,20
Duman,39,İyi De Bana Ne,insanlığımızı ezdiler,21
Duman,39,İyi De Bana Ne,aydınlarımızı kestiler,22
Duman,39,İyi De Bana Ne,ülkeyi çoktan sattılar,23
Duman,39,İyi De Bana Ne,iyi de sana ne,24
Duman,40,Karanlıkta,Neden bilmem sorduğumda,1
Duman,40,Karanlıkta,"Dünlerim yok yarınlarla,yarınlarla,yarınlarla",2
Duman,40,Karanlıkta,Kör oldum ben aydınlıkta...,3
Duman,40,Karanlıkta,Kayboldum ben karanlıkta...,4
Duman,40,Karanlıkta,Yokmuş günler sonsuzlukta,5
Duman,40,Karanlıkta,"Derdim bitmez varoldukça,varoldukça,varoldukça",6
Duman,40,Karanlıkta,"Sevilmeden, sarılmadan darıldım ben sana..",7
Duman,40,Karanlıkta,Kayıp giden adımlarım birkaç gözyaşında,8
Duman,40,Karanlıkta,Kör oldum ben aydınlıkta,9
Duman,40,Karanlıkta,Kayboldum ben karanlıkta,10
Duman,41,Kırmış Kalbini,Kahpe dölün soyu,1
Duman,41,Kırmış Kalbini,Ele vermiş seni,2
Duman,41,Kırmış Kalbini,Nice yıllar boyu,3
Duman,41,Kırmış Kalbini,Kırmış kalbini,4
Duman,41,Kırmış Kalbini,Aynı yolun eri,5
Duman,41,Kırmış Kalbini,Çekemezmiş seni,6
Duman,41,Kırmış Kalbini,Gördüğünden beri,7
Duman,41,Kırmış Kalbini,Kırmış kalbini,8
Duman,41,Kırmış Kalbini,Yolun ardına bakmadık yorulmadık,9
Duman,41,Kırmış Kalbini,Bak hala burdayız,10
Duman,41,Kırmış Kalbini,Belki delirdik de delirdik,11
Duman,41,Kırmış Kalbini,Bak hala burdayız,12
Duman,41,Kırmış Kalbini,Biz neler içtik neler yedik,13
Duman,41,Kırmış Kalbini,Bak hala burdayız,14
Duman,41,Kırmış Kalbini,Sen hiç üzülme hiç ağlama,15
Duman,42,Kıyamet,"Onu da yapsan olmaz, bunu da yapsan olmaz",1
Duman,42,Kıyamet,Her gün çabalarsın ama uğraşmaya değmez,2
Duman,42,Kıyamet,Adalet mi kalmış dünyada be kardeş?,3
Duman,42,Kıyamet,Onu da yapsan olmaz bunu da yapsan olmaz,4
Duman,42,Kıyamet,İfade özgürlüğü özgürlük ifadesi,5
Duman,42,Kıyamet,Açlıktan ölüyorlar oğlum yok mu bi çaresi,6
Duman,42,Kıyamet,Onu da yapsan olmaz bunu da yapsan olmaz,7
Duman,42,Kıyamet,Evrim teorisi mi yoksa devrim mi kardeş?,8
Duman,42,Kıyamet,Fırsat eşekliği eşeklerin fırsatı,9
Duman,42,Kıyamet,Dalaylama''ya sorsak ya neymiş bunun fıtratı?,10
Duman,42,Kıyamet,Onu da yapsan olmaz bunu da yapsan olmaz,11
Duman,42,Kıyamet,Cenneti bilmem ama cehennem buradır kardeş,12
Duman,42,Kıyamet,En büyük alamet insana ihanet,13
Duman,42,Kıyamet,Dünya dönüyor paran varsa şayet,14
Duman,42,Kıyamet,Aynı nefret hep aynı vahşet,15
Duman,42,Kıyamet,Nereden kopuyorsa kopsun kıyamet,16
Duman,42,Kıyamet,End Ezoic - 300x250 - mid_content,17
Duman,42,Kıyamet,Ooo ooo e kopmadı ya kopmadı yarabbim,18
Duman,42,Kıyamet,Şu kıyamet.,19
Duman,42,Kıyamet,Onu da yapsan olmaz bunu da yapsan olmaz,20
Duman,42,Kıyamet,Mazlum piramidinin tavanına yine yetmez,21
Duman,42,Kıyamet,Cehalet mi dersin bilmem ne ekersin,22
Duman,42,Kıyamet,Ama onu da yapsan olmaz bunu da yapsan olmaz,23
Duman,42,Kıyamet,Kuzuların sessizliği sessizliğin kuzuları,24
Duman,42,Kıyamet,Meelemekten aciz mi bu ovanın koyunları,25
Duman,42,Kıyamet,Onu da yapsan olmaz bunu da yapsan olmaz,26
Duman,42,Kıyamet,Pavlov'un köpekleri bile havlıyor akşamları..,27
Duman,42,Kıyamet,Auu,28
Duman,42,Kıyamet,En büyük alamet insana ihanet,29
Duman,42,Kıyamet,Dünya dönüyor paran varsa şayet,30
Duman,42,Kıyamet,Aynı nefret hep aynı vahşet,31
Duman,42,Kıyamet,Nereden kopacaksa kopsun kıyamet,32
Duman,42,Kıyamet,Ooo ooo e olmadı ya olmadı yarabbim,33
Duman,42,Kıyamet,Ooo ooo e kopmadı ya kopmadı yarabbim,34
Duman,43,Kim Neden Öldü (ft. ceza),Nakarat:,1
Duman,43,Kim Neden Öldü (ft. ceza),Seytana uyan,2
Duman,43,Kim Neden Öldü (ft. ceza),Kaybeder aslan,3
Duman,43,Kim Neden Öldü (ft. ceza),Fazla ziplama,4
Duman,43,Kim Neden Öldü (ft. ceza),Arkana yaslan,5
Duman,43,Kim Neden Öldü (ft. ceza),Kim neden öldü,6
Duman,43,Kim Neden Öldü (ft. ceza),Kim neyi böldü,7
Duman,43,Kim Neden Öldü (ft. ceza),Güçsüz insan,8
Duman,43,Kim Neden Öldü (ft. ceza),Hep sömürüldü,9
Duman,43,Kim Neden Öldü (ft. ceza),-DUMAN-,10
Duman,43,Kim Neden Öldü (ft. ceza),"Savas acimasiz ve bilki yasam unutulan tablolar'''..insan. sürünüyor, yürüyorlar yanlis yola. basinda ki cobana sakin kanma. kurt kaparda kurt kapani bu, '..... kan degil ''.... aksin. sonunda ucuz olan hayata deger ver, çek, bekle ''.yok deger. asker ezer devriye niye ister kahve. yetime gelen zulüm iskence var. sene 1789 kuduz domuz, hirsiz, fransiz ihtilali. Üzdüler zenci kardesleri p*cler kene misali emdiler. Hain köpeklere yönetmelige, kisilige saldiri. bunu sonu yolu toprak mi? hayir. evet arada''fol yok yumurta. yahudiler, firinda yana gurbetteki kardesler,hesap etler. peace, dumanyakstyler, kopar cezaaa",11
Duman,43,Kim Neden Öldü (ft. ceza),Nakarat>,12
Duman,43,Kim Neden Öldü (ft. ceza),-CEZA-,13
Duman,44,Kolay Değildir,Yüreğine ateş düşmüş kara haber var,1
Duman,44,Kolay Değildir,Gelen olmaz giden olmaz ah çeker ağlar,2
Duman,44,Kolay Değildir,Pencerede kalakalmış yolunu bekler,3
Duman,44,Kolay Değildir,Gelir anam gelir desem desem yalandır,4
Duman,44,Kolay Değildir,Güzel anam canım anam kolay değildir,5
Duman,44,Kolay Değildir,İşte geliyor uzaktan beze sarılmış,6
Duman,44,Kolay Değildir,Akrabalar her bir baştan başa şaşırmış,7
